"Step","run - val_sparse_accuracy","run - val_sparse_accuracy__MIN","run - val_sparse_accuracy__MAX"
"9428","100","100","100"
"9430","100","100","100"
"9432","100","100","100"
"9434","100","100","100"
"9436","100","100","100"
"9438","100","100","100"
"9440","100","100","100"
"9442","100","100","100"
"9444","100","100","100"
"9446","100","100","100"
"9448","100","100","100"
"9450","100","100","100"
"9452","100","100","100"
"9454","100","100","100"
"9456","100","100","100"
"9458","100","100","100"
"9460","100","100","100"
"9462","100","100","100"
"9464","100","100","100"
"9466","100","100","100"
"9468","100","100","100"
"9470","100","100","100"
"9472","100","100","100"
"9474","100","100","100"
"9476","100","100","100"
"9478","100","100","100"
"9480","100","100","100"
"9482","100","100","100"
"9484","100","100","100"
"9486","100","100","100"
"9488","100","100","100"
"9490","100","100","100"
"9492","100","100","100"
"9494","100","100","100"
"9496","100","100","100"
"9498","100","100","100"
"9500","100","100","100"
"9502","100","100","100"
"9504","100","100","100"
"9506","100","100","100"
"9508","100","100","100"
"9510","100","100","100"
"9512","100","100","100"
"9514","100","100","100"
"9516","100","100","100"
"9518","100","100","100"
"9520","100","100","100"
"9522","100","100","100"
"9524","100","100","100"
"9526","100","100","100"
"9528","100","100","100"
"9530","100","100","100"
"9532","100","100","100"
"9534","100","100","100"
"9536","100","100","100"
"9538","100","100","100"
"9540","100","100","100"
"9542","100","100","100"
"9544","100","100","100"
"9546","100","100","100"
"9548","100","100","100"
"9550","100","100","100"
"9552","100","100","100"
"9554","100","100","100"
"9556","100","100","100"
"9558","100","100","100"
"9560","100","100","100"
"9562","100","100","100"
"9564","100","100","100"
"9566","100","100","100"
"9568","100","100","100"
"9570","100","100","100"
"9572","100","100","100"
"9574","100","100","100"
"9576","100","100","100"
"9578","100","100","100"
"9580","100","100","100"
"9582","100","100","100"
"9584","100","100","100"
"9586","100","100","100"
"9588","100","100","100"
"9590","100","100","100"
"9592","100","100","100"
"9594","100","100","100"
"9596","100","100","100"
"9598","100","100","100"
"9600","100","100","100"
"9602","100","100","100"
"9604","100","100","100"
"9606","100","100","100"
"9608","100","100","100"
"9610","100","100","100"
"9612","100","100","100"
"9614","100","100","100"
"9616","100","100","100"
"9618","100","100","100"
"9620","100","100","100"
"9622","100","100","100"
"9624","100","100","100"
"9626","100","100","100"
"9628","100","100","100"
"9630","100","100","100"
"9632","100","100","100"
"9634","100","100","100"
"9636","100","100","100"
"9638","100","100","100"
"9640","100","100","100"
"9642","100","100","100"
"9644","100","100","100"
"9646","100","100","100"
"9648","100","100","100"
"9650","100","100","100"
"9652","100","100","100"
"9654","100","100","100"
"9656","100","100","100"
"9658","100","100","100"
"9660","100","100","100"
"9662","100","100","100"
"9664","100","100","100"
"9666","100","100","100"
"9668","100","100","100"
"9670","100","100","100"
"9672","100","100","100"
"9674","100","100","100"
"9676","100","100","100"
"9678","100","100","100"
"9680","100","100","100"
"9682","100","100","100"
"9684","100","100","100"
"9686","100","100","100"
"9688","100","100","100"
"9690","100","100","100"
"9692","100","100","100"
"9694","100","100","100"
"9696","100","100","100"
"9698","100","100","100"
"9700","100","100","100"
"9702","100","100","100"
"9704","100","100","100"
"9706","100","100","100"
"9708","100","100","100"
"9710","100","100","100"
"9712","100","100","100"
"9714","100","100","100"
"9716","100","100","100"
"9718","100","100","100"
"9720","100","100","100"
"9722","100","100","100"
"9724","100","100","100"
"9726","100","100","100"
"9728","100","100","100"
"9730","100","100","100"
"9732","100","100","100"
"9734","100","100","100"
"9736","100","100","100"
"9738","100","100","100"
"9740","100","100","100"
"9742","100","100","100"
"9744","100","100","100"
"9746","100","100","100"
"9748","100","100","100"
"9750","100","100","100"
"9752","100","100","100"
"9754","100","100","100"
"9756","100","100","100"
"9758","100","100","100"
"9760","100","100","100"
"9762","100","100","100"
"9764","100","100","100"
"9766","100","100","100"
"9768","100","100","100"
"9770","100","100","100"
"9772","100","100","100"
"9774","100","100","100"
"9776","100","100","100"
"9778","100","100","100"
"9780","100","100","100"
"9782","100","100","100"
"9784","100","100","100"
"9786","100","100","100"
"9788","100","100","100"
"9790","100","100","100"
"9792","100","100","100"
"9794","100","100","100"
"9796","100","100","100"
"9798","100","100","100"
"9800","100","100","100"
"9802","100","100","100"
"9804","100","100","100"
"9806","100","100","100"
"9808","100","100","100"
"9810","100","100","100"
"9812","100","100","100"
"9814","100","100","100"
"9816","100","100","100"
"9818","100","100","100"
"9820","100","100","100"
"9822","100","100","100"
"9824","100","100","100"
"9826","100","100","100"
"9828","100","100","100"
"9830","100","100","100"
"9832","100","100","100"
"9834","100","100","100"
"9836","100","100","100"
"9838","100","100","100"
"9840","100","100","100"
"9842","100","100","100"
"9844","100","100","100"
"9846","100","100","100"
"9848","100","100","100"
"9850","100","100","100"
"9852","100","100","100"
"9854","100","100","100"
"9856","100","100","100"
"9858","100","100","100"
"9860","100","100","100"
"9862","100","100","100"
"9864","100","100","100"
"9866","100","100","100"
"9868","100","100","100"
"9870","100","100","100"
"9872","100","100","100"
"9874","100","100","100"
"9876","100","100","100"
"9878","100","100","100"
"9880","100","100","100"
"9882","100","100","100"
"9884","100","100","100"
"9886","100","100","100"
"9888","100","100","100"
"9890","100","100","100"
"9892","100","100","100"
"9894","100","100","100"
"9896","100","100","100"
"9898","100","100","100"
"9900","100","100","100"
"9902","100","100","100"
"9904","100","100","100"
"9906","100","100","100"
"9908","100","100","100"
"9910","100","100","100"
"9912","100","100","100"
"9914","100","100","100"
"9916","100","100","100"
"9918","100","100","100"
"9920","100","100","100"
"9922","100","100","100"
"9924","100","100","100"
"9926","100","100","100"
"9928","100","100","100"
"9930","100","100","100"
"9932","100","100","100"
"9934","100","100","100"
"9936","100","100","100"
"9938","100","100","100"
"9940","100","100","100"
"9942","100","100","100"
"9944","100","100","100"
"9946","100","100","100"
"9948","100","100","100"
"9950","100","100","100"
"9952","100","100","100"
"9954","100","100","100"
"9956","100","100","100"
"9958","100","100","100"
"9960","100","100","100"
"9962","100","100","100"
"9964","100","100","100"
"9966","100","100","100"
"9968","100","100","100"
"9970","100","100","100"
"9972","100","100","100"
"9974","100","100","100"
"9976","100","100","100"
"9978","100","100","100"
"9980","100","100","100"
"9982","100","100","100"
"9984","100","100","100"
"9986","100","100","100"
"9988","100","100","100"
"9990","100","100","100"
"9992","100","100","100"
"9995","100","100","100"
"9997","100","100","100"
"9999","100","100","100"
"10001","100","100","100"
"10003","100","100","100"
"10005","100","100","100"
"10007","100","100","100"
"10009","100","100","100"
"10011","100","100","100"
"10013","100","100","100"
"10015","100","100","100"
"10017","100","100","100"
"10019","100","100","100"
"10021","100","100","100"
"10023","100","100","100"
"10025","100","100","100"
"10027","100","100","100"
"10029","100","100","100"
"10031","100","100","100"
"10033","100","100","100"
"10035","100","100","100"
"10037","100","100","100"
"10039","100","100","100"
"10041","100","100","100"
"10043","100","100","100"
"10045","100","100","100"
"10047","100","100","100"
"10049","100","100","100"
"10051","100","100","100"
"10053","100","100","100"
"10055","100","100","100"
"10057","100","100","100"
"10059","100","100","100"
"10061","100","100","100"
"10063","100","100","100"
"10065","100","100","100"
"10067","100","100","100"
"10069","100","100","100"
"10071","100","100","100"
"10073","100","100","100"
"10075","100","100","100"
"10077","100","100","100"
"10079","100","100","100"
"10081","100","100","100"
"10083","100","100","100"
"10085","100","100","100"
"10087","100","100","100"
"10089","100","100","100"
"10091","100","100","100"
"10093","100","100","100"
"10095","100","100","100"
"10097","100","100","100"
"10099","100","100","100"
"10101","100","100","100"
"10103","100","100","100"
"10105","100","100","100"
"10107","100","100","100"
"10109","100","100","100"
"10111","100","100","100"
"10113","100","100","100"
"10115","100","100","100"
"10117","100","100","100"
"10119","100","100","100"
"10121","100","100","100"
"10123","100","100","100"
"10125","100","100","100"
"10127","100","100","100"
"10129","100","100","100"
"10131","100","100","100"
"10133","100","100","100"
"10135","100","100","100"
"10137","100","100","100"
"10139","100","100","100"
"10141","100","100","100"
"10143","100","100","100"
"10145","100","100","100"
"10147","100","100","100"
"10149","100","100","100"
"10151","100","100","100"
"10153","100","100","100"
"10155","100","100","100"
"10157","100","100","100"
"10159","100","100","100"
"10161","100","100","100"
"10163","100","100","100"
"10165","100","100","100"
"10167","100","100","100"
"10169","100","100","100"
"10171","100","100","100"
"10173","100","100","100"
"10175","100","100","100"
"10177","100","100","100"
"10179","100","100","100"
"10181","100","100","100"
"10183","100","100","100"
"10185","100","100","100"
"10187","100","100","100"
"10189","100","100","100"
"10191","100","100","100"
"10193","100","100","100"
"10195","100","100","100"
"10197","100","100","100"
"10199","100","100","100"
"10201","100","100","100"
"10203","100","100","100"
"10205","100","100","100"
"10207","100","100","100"
"10209","100","100","100"
"10211","100","100","100"
"10213","100","100","100"
"10215","100","100","100"
"10217","100","100","100"
"10219","100","100","100"
"10221","100","100","100"
"10223","100","100","100"
"10225","100","100","100"
"10227","100","100","100"
"10229","100","100","100"
"10231","100","100","100"
"10233","100","100","100"
"10235","100","100","100"
"10237","100","100","100"
"10239","100","100","100"
"10241","100","100","100"
"10243","100","100","100"
"10245","100","100","100"
"10247","100","100","100"
"10249","100","100","100"
"10251","100","100","100"
"10253","100","100","100"
"10255","100","100","100"
"10257","100","100","100"
"10259","100","100","100"
"10261","100","100","100"
"10263","100","100","100"
"10265","100","100","100"
"10267","100","100","100"
"10269","100","100","100"
"10271","100","100","100"
"10273","100","100","100"
"10275","100","100","100"
"10277","100","100","100"
"10279","100","100","100"
"10281","100","100","100"
"10283","100","100","100"
"10285","100","100","100"
"10287","100","100","100"
"10289","100","100","100"
"10291","100","100","100"
"10293","100","100","100"
"10295","100","100","100"
"10297","100","100","100"
"10299","100","100","100"
"10301","100","100","100"
"10303","100","100","100"
"10305","100","100","100"
"10307","100","100","100"
"10309","100","100","100"
"10311","100","100","100"
"10313","100","100","100"
"10315","100","100","100"
"10317","100","100","100"
"10319","100","100","100"
"10321","100","100","100"
"10323","100","100","100"
"10325","100","100","100"
"10327","100","100","100"
"10329","100","100","100"
"10331","100","100","100"
"10333","100","100","100"
"10335","100","100","100"
"10337","100","100","100"
"10339","100","100","100"
"10341","100","100","100"
"10343","100","100","100"
"10345","100","100","100"
"10347","100","100","100"
"10349","100","100","100"
"10351","100","100","100"
"10353","100","100","100"
"10355","100","100","100"
"10357","100","100","100"
"10359","100","100","100"
"10361","100","100","100"
"10363","100","100","100"
"10365","100","100","100"
"10367","100","100","100"
"10369","100","100","100"
"10371","100","100","100"
"10373","100","100","100"
"10375","100","100","100"
"10377","100","100","100"
"10379","100","100","100"
"10381","100","100","100"
"10383","100","100","100"
"10385","100","100","100"
"10387","100","100","100"
"10389","100","100","100"
"10391","100","100","100"
"10393","100","100","100"
"10395","100","100","100"
"10397","100","100","100"
"10399","100","100","100"
"10401","100","100","100"
"10403","100","100","100"
"10405","100","100","100"
"10407","100","100","100"
"10409","100","100","100"
"10411","100","100","100"
"10413","100","100","100"
"10415","100","100","100"
"10417","100","100","100"
"10419","100","100","100"
"10421","100","100","100"
"10423","100","100","100"
"10425","100","100","100"
"10427","100","100","100"
"10429","100","100","100"
"10431","100","100","100"
"10433","100","100","100"
"10435","100","100","100"
"10437","100","100","100"
"10439","100","100","100"
"10441","100","100","100"
"10443","100","100","100"
"10445","100","100","100"
"10447","100","100","100"
"10449","100","100","100"
"10451","100","100","100"
"10453","100","100","100"
"10455","100","100","100"
"10457","100","100","100"
"10459","100","100","100"
"10461","100","100","100"
"10463","100","100","100"
"10465","100","100","100"
"10467","100","100","100"
"10469","100","100","100"
"10471","100","100","100"
"10473","100","100","100"
"10475","100","100","100"
"10477","100","100","100"
"10479","100","100","100"
"10481","100","100","100"
"10483","100","100","100"
"10485","100","100","100"
"10487","100","100","100"
"10489","100","100","100"
"10491","100","100","100"
"10493","100","100","100"
"10495","100","100","100"
"10497","100","100","100"
"10499","100","100","100"
"10501","100","100","100"
"10503","100","100","100"
"10505","100","100","100"
"10507","100","100","100"
"10509","100","100","100"
"10511","100","100","100"
"10513","100","100","100"
"10515","100","100","100"
"10517","100","100","100"
"10519","100","100","100"
"10521","100","100","100"
"10523","100","100","100"
"10525","100","100","100"
"10527","100","100","100"
"10529","100","100","100"
"10531","100","100","100"
"10533","100","100","100"
"10535","100","100","100"
"10537","100","100","100"
"10539","100","100","100"
"10541","100","100","100"
"10543","100","100","100"
"10545","100","100","100"
"10547","100","100","100"
"10549","100","100","100"
"10551","100","100","100"
"10553","100","100","100"
"10555","100","100","100"
"10557","100","100","100"
"10559","100","100","100"
"10561","100","100","100"
"10563","100","100","100"
"10565","100","100","100"
"10567","100","100","100"
"10569","100","100","100"
"10571","100","100","100"
"10573","100","100","100"
"10575","100","100","100"
"10577","100","100","100"
"10579","100","100","100"
"10581","100","100","100"
"10583","100","100","100"
"10585","100","100","100"
"10587","100","100","100"
"10589","100","100","100"
"10591","100","100","100"
"10593","100","100","100"
"10595","100","100","100"
"10597","100","100","100"
"10599","100","100","100"
"10601","100","100","100"
"10603","100","100","100"
"10605","100","100","100"
"10607","100","100","100"
"10609","100","100","100"
"10611","100","100","100"
"10613","100","100","100"
"10615","100","100","100"
"10617","100","100","100"
"10619","100","100","100"
"10621","100","100","100"
"10623","100","100","100"
"10625","100","100","100"
"10627","100","100","100"
"10629","100","100","100"
"10631","100","100","100"
"10633","100","100","100"
"10635","100","100","100"
"10637","100","100","100"
"10639","100","100","100"
"10641","100","100","100"
"10643","100","100","100"
"10645","100","100","100"
"10647","100","100","100"
"10649","100","100","100"
"10651","100","100","100"
"10653","100","100","100"
"10655","100","100","100"
"10657","100","100","100"
"10659","100","100","100"
"10661","100","100","100"
"10663","100","100","100"
"10665","100","100","100"
"10667","100","100","100"
"10669","100","100","100"
"10671","100","100","100"
"10673","100","100","100"
"10675","100","100","100"
"10677","100","100","100"
"10679","100","100","100"
"10681","100","100","100"
"10683","100","100","100"
"10685","100","100","100"
"10687","100","100","100"
"10689","100","100","100"
"10691","100","100","100"
"10693","100","100","100"
"10695","100","100","100"
"10697","100","100","100"
"10699","100","100","100"
"10701","100","100","100"
"10703","100","100","100"
"10705","100","100","100"
"10707","100","100","100"
"10709","100","100","100"
"10711","100","100","100"
"10713","100","100","100"
"10715","100","100","100"
"10717","100","100","100"
"10719","100","100","100"
"10721","100","100","100"
"10723","100","100","100"
"10725","100","100","100"
"10727","100","100","100"
"10729","100","100","100"
"10731","100","100","100"
"10733","100","100","100"
"10735","100","100","100"
"10737","100","100","100"
"10739","100","100","100"
"10741","100","100","100"
"10743","100","100","100"
"10745","100","100","100"
"10747","100","100","100"
"10749","100","100","100"
"10751","100","100","100"
"10753","100","100","100"
"10755","100","100","100"
"10757","100","100","100"
"10759","100","100","100"
"10761","100","100","100"
"10763","100","100","100"
"10765","100","100","100"
"10767","100","100","100"
"10769","100","100","100"
"10771","100","100","100"
"10773","100","100","100"
"10775","100","100","100"
"10777","100","100","100"
"10779","100","100","100"
"10781","100","100","100"
"10783","100","100","100"
"10785","100","100","100"
"10787","100","100","100"
"10789","100","100","100"
"10791","100","100","100"
"10793","100","100","100"
"10795","100","100","100"
"10797","100","100","100"
"10799","100","100","100"
"10801","100","100","100"
"10803","100","100","100"
"10805","100","100","100"
"10807","100","100","100"
"10809","100","100","100"
"10811","100","100","100"
"10813","100","100","100"
"10815","100","100","100"
"10817","100","100","100"
"10819","100","100","100"
"10821","100","100","100"
"10823","100","100","100"
"10825","100","100","100"
"10827","100","100","100"
"10829","100","100","100"
"10831","100","100","100"
"10833","100","100","100"
"10835","100","100","100"
"10837","100","100","100"
"10839","100","100","100"
"10841","100","100","100"
"10843","100","100","100"
"10845","100","100","100"
"10847","100","100","100"
"10849","100","100","100"
"10851","100","100","100"
"10853","100","100","100"
"10855","100","100","100"
"10857","100","100","100"
"10859","100","100","100"
"10861","100","100","100"
"10863","100","100","100"
"10865","100","100","100"
"10867","100","100","100"
"10869","100","100","100"
"10871","100","100","100"
"10873","100","100","100"
"10875","100","100","100"
"10877","100","100","100"
"10879","100","100","100"
"10881","100","100","100"
"10883","100","100","100"
"10885","100","100","100"
"10887","100","100","100"
"10889","100","100","100"
"10891","100","100","100"
"10893","100","100","100"
"10895","100","100","100"
"10897","100","100","100"
"10899","100","100","100"
"10901","100","100","100"
"10903","100","100","100"
"10905","100","100","100"
"10907","100","100","100"
"10909","100","100","100"
"10911","100","100","100"
"10913","100","100","100"
"10915","100","100","100"
"10917","100","100","100"
"10919","100","100","100"
"10921","100","100","100"
"10923","100","100","100"
"10925","100","100","100"
"10927","100","100","100"
"10929","100","100","100"
"10931","100","100","100"
"10933","100","100","100"
"10935","100","100","100"
"10937","100","100","100"
"10939","100","100","100"
"10941","100","100","100"
"10943","100","100","100"
"10945","100","100","100"
"10947","100","100","100"
"10949","100","100","100"
"10951","100","100","100"
"10953","100","100","100"
"10955","100","100","100"
"10957","100","100","100"
"10959","100","100","100"
"10961","100","100","100"
"10963","100","100","100"
"10965","100","100","100"
"10967","100","100","100"
"10969","100","100","100"
"10971","100","100","100"
"10973","100","100","100"
"10975","100","100","100"
"10977","100","100","100"
"10979","100","100","100"
"10981","100","100","100"
"10983","100","100","100"
"10985","100","100","100"
"10987","100","100","100"
"10989","100","100","100"
"10991","100","100","100"
"10993","100","100","100"
"10995","100","100","100"
"10997","100","100","100"
"10999","100","100","100"
"11001","100","100","100"
"11003","100","100","100"
"11005","100","100","100"
"11007","100","100","100"
"11009","100","100","100"
"11011","100","100","100"
"11013","100","100","100"
"11015","100","100","100"
"11017","100","100","100"
"11019","100","100","100"
"11021","100","100","100"
"11023","100","100","100"
"11025","100","100","100"
"11027","100","100","100"
"11029","100","100","100"
"11031","100","100","100"
"11033","100","100","100"
"11035","100","100","100"
"11037","100","100","100"
"11039","100","100","100"
"11041","100","100","100"
"11043","100","100","100"
"11045","100","100","100"
"11047","100","100","100"
"11049","100","100","100"
"11051","100","100","100"
"11053","100","100","100"
"11055","100","100","100"
"11057","100","100","100"
"11059","100","100","100"
"11061","100","100","100"
"11063","100","100","100"
"11065","100","100","100"
"11067","100","100","100"
"11069","100","100","100"
"11071","100","100","100"
"11073","100","100","100"
"11075","100","100","100"
"11077","100","100","100"
"11079","100","100","100"
"11081","100","100","100"
"11083","100","100","100"
"11085","100","100","100"
"11087","100","100","100"
"11089","100","100","100"
"11091","100","100","100"
"11093","100","100","100"
"11095","100","100","100"
"11097","100","100","100"
"11099","100","100","100"
"11101","100","100","100"
"11103","100","100","100"
"11105","100","100","100"
"11107","100","100","100"
"11109","100","100","100"
"11111","100","100","100"
"11113","100","100","100"
"11115","100","100","100"
"11117","100","100","100"
"11119","100","100","100"
"11121","100","100","100"
"11123","100","100","100"
"11125","100","100","100"
"11127","100","100","100"
"11129","100","100","100"
"11131","100","100","100"
"11133","100","100","100"
"11135","100","100","100"
"11137","100","100","100"
"11139","100","100","100"
"11141","100","100","100"
"11143","100","100","100"
"11145","100","100","100"
"11147","100","100","100"
"11149","100","100","100"
"11151","100","100","100"
"11153","100","100","100"
"11155","100","100","100"
"11157","100","100","100"
"11159","100","100","100"
"11161","100","100","100"
"11163","100","100","100"
"11165","100","100","100"
"11167","100","100","100"
"11169","100","100","100"
"11171","100","100","100"
"11173","100","100","100"
"11175","100","100","100"
"11177","100","100","100"
"11179","100","100","100"
"11181","100","100","100"
"11183","100","100","100"
"11185","100","100","100"
"11187","100","100","100"
"11189","100","100","100"
"11191","100","100","100"
"11193","100","100","100"
"11195","100","100","100"
"11197","100","100","100"
"11199","100","100","100"
"11201","100","100","100"
"11203","100","100","100"
"11205","100","100","100"
"11207","100","100","100"
"11209","100","100","100"
"11211","100","100","100"
"11213","100","100","100"
"11215","100","100","100"
"11217","100","100","100"
"11219","100","100","100"
"11221","100","100","100"
"11223","100","100","100"
"11225","100","100","100"
"11227","100","100","100"
"11229","100","100","100"
"11231","100","100","100"
"11233","100","100","100"
"11235","100","100","100"
"11237","100","100","100"
"11239","100","100","100"
"11241","100","100","100"
"11243","100","100","100"
"11245","100","100","100"
"11247","100","100","100"
"11249","100","100","100"
"11251","100","100","100"
"11253","100","100","100"
"11255","100","100","100"
"11257","100","100","100"
"11259","100","100","100"
"11261","100","100","100"
"11263","100","100","100"
"11265","100","100","100"
"11267","100","100","100"
"11269","100","100","100"
"11271","100","100","100"
"11273","100","100","100"
"11275","100","100","100"
"11277","100","100","100"
"11279","100","100","100"
"11281","100","100","100"
"11283","100","100","100"
"11285","100","100","100"
"11287","100","100","100"
"11289","100","100","100"
"11291","100","100","100"
"11293","100","100","100"
"11295","100","100","100"
"11297","100","100","100"
"11299","100","100","100"
"11301","100","100","100"
"11303","100","100","100"
"11305","100","100","100"
"11307","100","100","100"
"11309","100","100","100"
"11311","100","100","100"
"11313","100","100","100"
"11315","100","100","100"
"11317","100","100","100"
"11319","100","100","100"
"11321","100","100","100"
"11323","100","100","100"
"11325","100","100","100"
"11327","100","100","100"
"11329","100","100","100"
"11331","100","100","100"
"11333","100","100","100"
"11335","100","100","100"
"11337","100","100","100"
"11339","100","100","100"
"11341","100","100","100"
"11343","100","100","100"
"11345","100","100","100"
"11347","100","100","100"
"11349","100","100","100"
"11351","100","100","100"
"11353","100","100","100"
"11355","100","100","100"
"11357","100","100","100"
"11359","100","100","100"
"11361","100","100","100"
"11363","100","100","100"
"11365","100","100","100"
"11367","100","100","100"
"11369","100","100","100"
"11371","100","100","100"
"11373","100","100","100"
"11375","100","100","100"
"11377","100","100","100"
"11379","100","100","100"
"11381","100","100","100"
"11383","100","100","100"
"11385","100","100","100"
"11387","100","100","100"
"11389","100","100","100"
"11391","100","100","100"
"11393","100","100","100"
"11395","100","100","100"
"11397","100","100","100"
"11399","100","100","100"
"11401","100","100","100"
"11403","100","100","100"
"11405","100","100","100"
"11407","100","100","100"
"11409","100","100","100"
"11411","100","100","100"
"11413","100","100","100"
"11415","100","100","100"
"11417","100","100","100"
"11419","100","100","100"
"11421","100","100","100"
"11423","100","100","100"
"11425","100","100","100"
"11427","100","100","100"
"11429","100","100","100"
"11431","100","100","100"
"11433","100","100","100"
"11435","100","100","100"
"11437","100","100","100"
"11439","100","100","100"
"11441","100","100","100"
"11443","100","100","100"
"11445","100","100","100"
"11447","100","100","100"
"11449","100","100","100"
"11451","100","100","100"
"11453","100","100","100"
"11455","100","100","100"
"11457","100","100","100"
"11459","100","100","100"
"11461","100","100","100"
"11463","100","100","100"
"11465","100","100","100"
"11467","100","100","100"
"11469","100","100","100"
"11471","100","100","100"
"11473","100","100","100"
"11475","100","100","100"
"11477","100","100","100"
"11479","100","100","100"
"11481","100","100","100"
"11483","100","100","100"
"11485","100","100","100"
"11487","100","100","100"
"11489","100","100","100"
"11491","100","100","100"
"11493","100","100","100"
"11495","100","100","100"
"11497","100","100","100"
"11499","100","100","100"
"11501","100","100","100"
"11503","100","100","100"
"11505","100","100","100"
"11507","100","100","100"
"11509","100","100","100"
"11511","100","100","100"
"11513","100","100","100"
"11515","100","100","100"
"11517","100","100","100"
"11519","100","100","100"
"11521","100","100","100"
"11523","100","100","100"
"11525","100","100","100"
"11527","100","100","100"
"11529","100","100","100"
"11531","100","100","100"
"11533","100","100","100"
"11535","100","100","100"
"11537","100","100","100"
"11539","100","100","100"
"11541","100","100","100"
"11543","100","100","100"
"11545","100","100","100"
"11547","100","100","100"
"11549","100","100","100"
"11551","100","100","100"
"11553","100","100","100"
"11555","100","100","100"
"11557","100","100","100"
"11559","100","100","100"
"11561","100","100","100"
"11563","100","100","100"
"11565","100","100","100"
"11567","100","100","100"
"11569","100","100","100"
"11571","100","100","100"
"11573","100","100","100"
"11575","100","100","100"
"11577","100","100","100"
"11579","100","100","100"
"11581","100","100","100"
"11583","100","100","100"
"11585","100","100","100"
"11587","100","100","100"
"11589","100","100","100"
"11591","100","100","100"
"11593","100","100","100"
"11595","100","100","100"
"11597","100","100","100"
"11599","100","100","100"
"11601","100","100","100"
"11603","100","100","100"
"11605","100","100","100"
"11607","100","100","100"
"11609","100","100","100"
"11611","100","100","100"
"11613","100","100","100"
"11615","100","100","100"
"11617","100","100","100"
"11619","100","100","100"
"11621","100","100","100"
"11623","100","100","100"
"11625","100","100","100"
"11627","100","100","100"
"11629","100","100","100"
"11631","100","100","100"
"11633","100","100","100"
"11635","100","100","100"
"11637","100","100","100"
"11639","100","100","100"
"11641","100","100","100"
"11643","100","100","100"
"11645","100","100","100"
"11647","100","100","100"
"11649","100","100","100"
"11651","100","100","100"
"11653","100","100","100"
"11655","100","100","100"
"11657","100","100","100"
"11659","100","100","100"
"11661","100","100","100"
"11663","100","100","100"
"11665","100","100","100"
"11667","100","100","100"
"11669","100","100","100"
"11671","100","100","100"
"11673","100","100","100"
"11675","100","100","100"
"11677","100","100","100"
"11679","100","100","100"
"11681","100","100","100"
"11683","100","100","100"
"11685","100","100","100"
"11687","100","100","100"
"11689","100","100","100"
"11691","100","100","100"
"11693","100","100","100"
"11695","100","100","100"
"11697","100","100","100"
"11699","100","100","100"
"11701","100","100","100"
"11703","100","100","100"
"11705","100","100","100"
"11707","100","100","100"
"11709","100","100","100"
"11711","100","100","100"
"11713","100","100","100"
"11715","100","100","100"
"11717","100","100","100"
"11719","100","100","100"
"11721","100","100","100"
"11723","100","100","100"
"11725","100","100","100"
"11727","100","100","100"
"11729","100","100","100"
"11731","100","100","100"
"11733","100","100","100"
"11735","100","100","100"
"11737","100","100","100"
"11739","100","100","100"
"11741","100","100","100"
"11743","100","100","100"
"11745","100","100","100"
"11747","100","100","100"
"11749","100","100","100"
"11751","100","100","100"
"11753","100","100","100"
"11755","100","100","100"
"11757","100","100","100"
"11759","100","100","100"
"11761","100","100","100"
"11763","100","100","100"
"11765","100","100","100"
"11767","100","100","100"
"11769","100","100","100"
"11771","100","100","100"
"11773","100","100","100"
"11775","100","100","100"
"11777","100","100","100"
"11779","100","100","100"
"11781","100","100","100"
"11783","100","100","100"
"11785","100","100","100"
"11787","100","100","100"
"11789","100","100","100"
"11791","100","100","100"
"11793","100","100","100"
"11795","100","100","100"
"11797","100","100","100"
"11799","100","100","100"
"11801","100","100","100"
"11803","100","100","100"
"11805","100","100","100"
"11807","100","100","100"
"11809","100","100","100"
"11811","100","100","100"
"11813","100","100","100"
"11815","100","100","100"
"11817","100","100","100"
"11819","100","100","100"
"11821","100","100","100"
"11823","100","100","100"
"11825","100","100","100"
"11827","100","100","100"
"11829","100","100","100"
"11831","100","100","100"
"11833","100","100","100"
"11835","100","100","100"
"11837","100","100","100"
"11839","100","100","100"
"11841","100","100","100"
"11843","100","100","100"
"11845","100","100","100"
"11847","100","100","100"
"11849","100","100","100"
"11851","100","100","100"
"11853","100","100","100"
"11855","100","100","100"
"11857","100","100","100"
"11859","100","100","100"
"11861","100","100","100"
"11863","100","100","100"
"11865","100","100","100"
"11867","100","100","100"
"11869","100","100","100"
"11871","100","100","100"
"11873","100","100","100"
"11875","100","100","100"
"11877","100","100","100"
"11879","100","100","100"
"11881","100","100","100"
"11883","100","100","100"
"11885","100","100","100"
"11887","100","100","100"
"11889","100","100","100"
"11891","100","100","100"
"11893","100","100","100"
"11895","100","100","100"
"11897","100","100","100"
"11899","100","100","100"
"11901","100","100","100"
"11903","100","100","100"
"11905","100","100","100"
"11907","100","100","100"
"11909","100","100","100"
"11911","100","100","100"
"11913","100","100","100"
"11915","100","100","100"
"11917","100","100","100"
"11919","100","100","100"
"11921","100","100","100"
"11923","100","100","100"
"11925","100","100","100"
"11927","100","100","100"
"11929","100","100","100"
"11931","100","100","100"
"11933","100","100","100"
"11935","100","100","100"
"11937","100","100","100"
"11939","100","100","100"
"11941","100","100","100"
"11943","100","100","100"
"11945","100","100","100"
"11947","100","100","100"
"11949","100","100","100"
"11951","100","100","100"
"11953","100","100","100"
"11955","100","100","100"
"11957","100","100","100"
"11959","100","100","100"
"11961","100","100","100"
"11963","100","100","100"
