"Step","run - val_sparse_accuracy","run - val_sparse_accuracy__MIN","run - val_sparse_accuracy__MAX"
"3735","100","100","100"
"3737","100","100","100"
"3739","100","100","100"
"3741","100","100","100"
"3743","100","100","100"
"3745","100","100","100"
"3747","100","100","100"
"3749","100","100","100"
"3751","100","100","100"
"3753","100","100","100"
"3755","100","100","100"
"3757","100","100","100"
"3759","100","100","100"
"3761","100","100","100"
"3763","100","100","100"
"3765","100","100","100"
"3767","100","100","100"
"3769","100","100","100"
"3771","100","100","100"
"3773","100","100","100"
"3775","100","100","100"
"3777","100","100","100"
"3779","100","100","100"
"3781","100","100","100"
"3783","100","100","100"
"3785","100","100","100"
"3787","100","100","100"
"3789","100","100","100"
"3791","100","100","100"
"3793","100","100","100"
"3795","100","100","100"
"3797","100","100","100"
"3799","100","100","100"
"3801","100","100","100"
"3803","100","100","100"
"3805","100","100","100"
"3807","100","100","100"
"3809","100","100","100"
"3811","100","100","100"
"3813","100","100","100"
"3815","100","100","100"
"3817","100","100","100"
"3819","100","100","100"
"3821","100","100","100"
"3823","100","100","100"
"3825","100","100","100"
"3827","100","100","100"
"3829","100","100","100"
"3831","100","100","100"
"3833","100","100","100"
"3835","100","100","100"
"3837","100","100","100"
"3839","100","100","100"
"3841","100","100","100"
"3843","100","100","100"
"3845","100","100","100"
"3847","100","100","100"
"3849","100","100","100"
"3851","100","100","100"
"3853","100","100","100"
"3855","100","100","100"
"3857","100","100","100"
"3859","100","100","100"
"3861","100","100","100"
"3863","100","100","100"
"3865","100","100","100"
"3867","100","100","100"
"3869","100","100","100"
"3871","100","100","100"
"3873","100","100","100"
"3875","100","100","100"
"3877","100","100","100"
"3879","100","100","100"
"3881","100","100","100"
"3883","100","100","100"
"3885","100","100","100"
"3887","100","100","100"
"3889","100","100","100"
"3891","100","100","100"
"3893","100","100","100"
"3895","100","100","100"
"3897","100","100","100"
"3899","100","100","100"
"3901","100","100","100"
"3903","100","100","100"
"3905","100","100","100"
"3907","100","100","100"
"3909","100","100","100"
"3911","100","100","100"
"3913","100","100","100"
"3915","100","100","100"
"3917","100","100","100"
"3919","100","100","100"
"3921","100","100","100"
"3923","100","100","100"
"3925","100","100","100"
"3927","100","100","100"
"3929","100","100","100"
"3931","100","100","100"
"3933","100","100","100"
"3935","100","100","100"
"3937","100","100","100"
"3939","100","100","100"
"3941","100","100","100"
"3943","100","100","100"
"3945","100","100","100"
"3947","100","100","100"
"3949","100","100","100"
"3951","100","100","100"
"3953","100","100","100"
"3955","100","100","100"
"3957","100","100","100"
"3959","100","100","100"
"3961","100","100","100"
"3963","100","100","100"
"3965","100","100","100"
"3967","100","100","100"
"3969","100","100","100"
"3971","100","100","100"
"3973","100","100","100"
"3975","100","100","100"
"3977","100","100","100"
"3979","100","100","100"
"3981","100","100","100"
"3983","100","100","100"
"3985","100","100","100"
"3987","100","100","100"
"3989","100","100","100"
"3991","100","100","100"
"3993","100","100","100"
"3995","100","100","100"
"3998","100","100","100"
"4000","100","100","100"
"4002","100","100","100"
"4004","100","100","100"
"4006","100","100","100"
"4008","100","100","100"
"4010","100","100","100"
"4012","100","100","100"
"4014","100","100","100"
"4016","100","100","100"
"4018","100","100","100"
"4020","100","100","100"
"4022","100","100","100"
"4024","100","100","100"
"4026","100","100","100"
"4028","100","100","100"
"4030","100","100","100"
"4032","100","100","100"
"4034","100","100","100"
"4036","100","100","100"
"4038","100","100","100"
"4040","100","100","100"
"4042","100","100","100"
"4044","100","100","100"
"4046","100","100","100"
"4048","100","100","100"
"4050","100","100","100"
"4052","100","100","100"
"4054","100","100","100"
"4056","100","100","100"
"4058","100","100","100"
"4060","100","100","100"
"4062","100","100","100"
"4064","100","100","100"
"4066","100","100","100"
"4068","100","100","100"
"4070","100","100","100"
"4072","100","100","100"
"4074","100","100","100"
"4076","100","100","100"
"4078","100","100","100"
"4080","100","100","100"
"4082","100","100","100"
"4084","100","100","100"
"4086","100","100","100"
"4088","100","100","100"
"4090","100","100","100"
"4092","100","100","100"
"4094","100","100","100"
"4096","100","100","100"
"4098","100","100","100"
"4100","100","100","100"
"4102","100","100","100"
"4104","100","100","100"
"4106","100","100","100"
"4108","100","100","100"
"4110","100","100","100"
"4112","100","100","100"
"4114","100","100","100"
"4116","100","100","100"
"4118","100","100","100"
"4120","100","100","100"
"4122","100","100","100"
"4124","100","100","100"
"4126","100","100","100"
"4128","100","100","100"
"4130","100","100","100"
"4132","100","100","100"
"4134","100","100","100"
"4136","100","100","100"
"4138","100","100","100"
"4140","100","100","100"
"4142","100","100","100"
"4144","100","100","100"
"4146","100","100","100"
"4148","100","100","100"
"4150","100","100","100"
"4152","100","100","100"
"4154","100","100","100"
"4156","100","100","100"
"4158","100","100","100"
"4160","100","100","100"
"4162","100","100","100"
"4164","100","100","100"
"4166","100","100","100"
"4168","100","100","100"
"4170","100","100","100"
"4172","100","100","100"
"4174","100","100","100"
"4176","100","100","100"
"4178","100","100","100"
"4180","100","100","100"
"4182","100","100","100"
"4184","100","100","100"
"4186","100","100","100"
"4188","100","100","100"
"4190","100","100","100"
"4192","100","100","100"
"4194","100","100","100"
"4196","100","100","100"
"4198","100","100","100"
"4200","100","100","100"
"4202","100","100","100"
"4204","100","100","100"
"4206","100","100","100"
"4208","100","100","100"
"4210","100","100","100"
"4212","100","100","100"
"4214","100","100","100"
"4216","100","100","100"
"4218","100","100","100"
"4220","100","100","100"
"4222","100","100","100"
"4224","100","100","100"
"4226","100","100","100"
"4228","100","100","100"
"4230","100","100","100"
"4232","100","100","100"
"4234","100","100","100"
"4236","100","100","100"
"4238","100","100","100"
"4240","100","100","100"
"4242","100","100","100"
"4244","100","100","100"
"4246","100","100","100"
"4248","100","100","100"
"4250","100","100","100"
"4252","100","100","100"
"4254","100","100","100"
"4256","100","100","100"
"4258","100","100","100"
"4260","100","100","100"
"4262","100","100","100"
"4264","100","100","100"
"4266","100","100","100"
"4268","100","100","100"
"4270","100","100","100"
"4272","100","100","100"
"4274","100","100","100"
"4276","100","100","100"
"4278","100","100","100"
"4280","100","100","100"
"4282","100","100","100"
"4284","100","100","100"
"4286","100","100","100"
"4288","100","100","100"
"4290","100","100","100"
"4292","100","100","100"
"4294","100","100","100"
"4296","100","100","100"
"4298","100","100","100"
"4300","100","100","100"
"4302","100","100","100"
"4304","100","100","100"
"4306","100","100","100"
"4308","100","100","100"
"4310","100","100","100"
"4312","100","100","100"
"4314","100","100","100"
"4316","100","100","100"
"4318","100","100","100"
"4320","100","100","100"
"4322","100","100","100"
"4324","100","100","100"
"4326","100","100","100"
"4328","100","100","100"
"4330","100","100","100"
"4332","100","100","100"
"4334","100","100","100"
"4336","100","100","100"
"4338","100","100","100"
"4340","100","100","100"
"4342","100","100","100"
"4344","100","100","100"
"4346","100","100","100"
"4348","100","100","100"
"4350","100","100","100"
"4352","100","100","100"
"4354","100","100","100"
"4356","100","100","100"
"4358","100","100","100"
"4360","100","100","100"
"4362","100","100","100"
"4364","100","100","100"
"4366","100","100","100"
"4368","100","100","100"
"4370","100","100","100"
"4372","100","100","100"
"4374","100","100","100"
"4376","100","100","100"
"4378","100","100","100"
"4380","100","100","100"
"4382","100","100","100"
"4384","100","100","100"
"4386","100","100","100"
"4388","100","100","100"
"4390","100","100","100"
"4392","100","100","100"
"4394","100","100","100"
"4396","100","100","100"
"4398","100","100","100"
"4400","100","100","100"
"4402","100","100","100"
"4404","100","100","100"
"4406","100","100","100"
"4408","100","100","100"
"4410","100","100","100"
"4412","100","100","100"
"4414","100","100","100"
"4416","100","100","100"
"4418","100","100","100"
"4420","100","100","100"
"4422","100","100","100"
"4424","100","100","100"
"4426","100","100","100"
"4428","100","100","100"
"4430","100","100","100"
"4432","100","100","100"
"4434","100","100","100"
"4436","100","100","100"
"4438","100","100","100"
"4440","100","100","100"
"4442","100","100","100"
"4444","100","100","100"
"4446","100","100","100"
"4448","100","100","100"
"4450","100","100","100"
"4452","100","100","100"
"4454","100","100","100"
"4456","100","100","100"
"4458","100","100","100"
"4460","100","100","100"
"4462","100","100","100"
"4464","100","100","100"
"4466","100","100","100"
"4468","100","100","100"
"4470","100","100","100"
"4472","100","100","100"
"4474","100","100","100"
"4476","100","100","100"
"4478","100","100","100"
"4480","100","100","100"
"4482","100","100","100"
"4484","100","100","100"
"4486","100","100","100"
"4488","100","100","100"
"4490","100","100","100"
"4492","100","100","100"
"4494","100","100","100"
"4496","100","100","100"
"4498","100","100","100"
"4500","100","100","100"
"4502","100","100","100"
"4504","100","100","100"
"4506","100","100","100"
"4508","100","100","100"
"4510","100","100","100"
"4512","100","100","100"
"4514","100","100","100"
"4516","100","100","100"
"4518","100","100","100"
"4520","100","100","100"
"4522","100","100","100"
"4524","100","100","100"
"4526","100","100","100"
"4528","100","100","100"
"4530","100","100","100"
"4532","100","100","100"
"4534","100","100","100"
"4536","100","100","100"
"4538","100","100","100"
"4540","100","100","100"
"4542","100","100","100"
"4544","100","100","100"
"4546","100","100","100"
"4548","100","100","100"
"4550","100","100","100"
"4552","100","100","100"
"4554","100","100","100"
"4556","100","100","100"
"4558","100","100","100"
"4560","100","100","100"
"4562","100","100","100"
"4564","100","100","100"
"4566","100","100","100"
"4568","100","100","100"
"4570","100","100","100"
"4572","100","100","100"
"4574","100","100","100"
"4576","100","100","100"
"4578","100","100","100"
"4580","100","100","100"
"4582","100","100","100"
"4584","100","100","100"
"4586","100","100","100"
"4588","100","100","100"
"4590","100","100","100"
"4592","100","100","100"
"4594","100","100","100"
"4596","100","100","100"
"4598","100","100","100"
"4600","100","100","100"
"4602","100","100","100"
"4604","100","100","100"
"4606","100","100","100"
"4608","100","100","100"
"4610","100","100","100"
"4612","100","100","100"
"4614","100","100","100"
"4616","100","100","100"
"4618","100","100","100"
"4620","100","100","100"
"4622","100","100","100"
"4624","100","100","100"
"4626","100","100","100"
"4628","100","100","100"
"4630","100","100","100"
"4632","100","100","100"
"4634","100","100","100"
"4636","100","100","100"
"4638","100","100","100"
"4640","100","100","100"
"4642","100","100","100"
"4644","100","100","100"
"4646","100","100","100"
"4648","100","100","100"
"4650","100","100","100"
"4652","100","100","100"
"4654","100","100","100"
"4656","100","100","100"
"4658","100","100","100"
"4660","100","100","100"
"4662","100","100","100"
"4664","100","100","100"
"4666","100","100","100"
"4668","100","100","100"
"4670","100","100","100"
"4672","100","100","100"
"4674","100","100","100"
"4676","100","100","100"
"4678","100","100","100"
"4680","100","100","100"
"4682","100","100","100"
"4684","100","100","100"
"4686","100","100","100"
"4688","100","100","100"
"4690","100","100","100"
"4692","100","100","100"
"4694","100","100","100"
"4696","100","100","100"
"4698","100","100","100"
"4700","100","100","100"
"4702","100","100","100"
"4704","100","100","100"
"4706","100","100","100"
"4708","100","100","100"
"4710","100","100","100"
"4712","100","100","100"
"4714","100","100","100"
"4716","100","100","100"
"4718","100","100","100"
"4720","100","100","100"
"4722","100","100","100"
"4724","100","100","100"
"4726","100","100","100"
"4728","100","100","100"
"4730","100","100","100"
"4732","100","100","100"
"4734","100","100","100"
"4736","100","100","100"
"4738","100","100","100"
"4740","100","100","100"
"4742","100","100","100"
"4744","100","100","100"
"4746","100","100","100"
"4748","100","100","100"
"4750","100","100","100"
"4752","100","100","100"
"4754","100","100","100"
"4756","100","100","100"
"4758","100","100","100"
"4760","100","100","100"
"4762","100","100","100"
"4764","100","100","100"
"4766","100","100","100"
"4768","100","100","100"
"4770","100","100","100"
"4772","100","100","100"
"4774","100","100","100"
"4776","100","100","100"
"4778","100","100","100"
"4780","100","100","100"
"4782","100","100","100"
"4784","100","100","100"
"4786","100","100","100"
"4788","100","100","100"
"4790","100","100","100"
"4792","100","100","100"
"4794","100","100","100"
"4796","100","100","100"
"4798","100","100","100"
"4800","100","100","100"
"4802","100","100","100"
"4804","100","100","100"
"4806","100","100","100"
"4808","100","100","100"
"4810","100","100","100"
"4812","100","100","100"
"4814","100","100","100"
"4816","100","100","100"
"4818","100","100","100"
"4820","100","100","100"
"4822","100","100","100"
"4824","100","100","100"
"4826","100","100","100"
"4828","100","100","100"
"4830","100","100","100"
"4832","100","100","100"
"4834","100","100","100"
"4836","100","100","100"
"4838","100","100","100"
"4840","100","100","100"
"4842","100","100","100"
"4844","100","100","100"
"4846","100","100","100"
"4848","100","100","100"
"4850","100","100","100"
"4852","100","100","100"
"4854","100","100","100"
"4856","100","100","100"
"4858","100","100","100"
"4860","100","100","100"
"4862","100","100","100"
"4864","100","100","100"
"4866","100","100","100"
"4868","100","100","100"
"4870","100","100","100"
"4872","100","100","100"
"4874","100","100","100"
"4876","100","100","100"
"4878","100","100","100"
"4880","100","100","100"
"4882","100","100","100"
"4884","100","100","100"
"4886","100","100","100"
"4888","100","100","100"
"4890","100","100","100"
"4892","100","100","100"
"4894","100","100","100"
"4896","100","100","100"
"4898","100","100","100"
"4900","100","100","100"
"4902","100","100","100"
"4904","100","100","100"
"4906","100","100","100"
"4908","100","100","100"
"4910","100","100","100"
"4912","100","100","100"
"4914","100","100","100"
"4916","100","100","100"
"4918","100","100","100"
"4920","100","100","100"
"4922","100","100","100"
"4924","100","100","100"
"4926","100","100","100"
"4928","100","100","100"
"4930","100","100","100"
"4932","100","100","100"
"4934","100","100","100"
"4936","100","100","100"
"4938","100","100","100"
"4940","100","100","100"
"4942","100","100","100"
"4944","100","100","100"
"4946","100","100","100"
"4948","100","100","100"
"4950","100","100","100"
"4952","100","100","100"
"4954","100","100","100"
"4956","100","100","100"
"4958","100","100","100"
"4960","100","100","100"
"4962","100","100","100"
"4964","100","100","100"
"4966","100","100","100"
"4968","100","100","100"
"4970","100","100","100"
"4972","100","100","100"
"4974","100","100","100"
"4976","100","100","100"
"4978","100","100","100"
"4980","100","100","100"
"4982","100","100","100"
"4984","100","100","100"
"4986","100","100","100"
"4988","100","100","100"
"4990","100","100","100"
"4992","100","100","100"
"4994","100","100","100"
"4996","100","100","100"
"4998","100","100","100"
"5000","100","100","100"
"5002","100","100","100"
"5004","100","100","100"
"5006","100","100","100"
"5008","100","100","100"
"5010","100","100","100"
"5012","100","100","100"
"5014","100","100","100"
"5016","100","100","100"
"5018","100","100","100"
"5020","100","100","100"
"5022","100","100","100"
"5024","100","100","100"
"5026","100","100","100"
"5028","100","100","100"
"5030","100","100","100"
"5032","100","100","100"
"5034","100","100","100"
"5036","100","100","100"
"5038","100","100","100"
"5040","100","100","100"
"5042","100","100","100"
"5044","100","100","100"
"5046","100","100","100"
"5048","100","100","100"
"5050","100","100","100"
"5052","100","100","100"
"5054","100","100","100"
"5056","100","100","100"
"5058","100","100","100"
"5060","100","100","100"
"5062","100","100","100"
"5064","100","100","100"
"5066","100","100","100"
"5068","100","100","100"
"5070","100","100","100"
"5072","100","100","100"
"5074","100","100","100"
"5076","100","100","100"
"5078","100","100","100"
"5080","100","100","100"
"5082","100","100","100"
"5084","100","100","100"
"5086","100","100","100"
"5088","100","100","100"
"5090","100","100","100"
"5092","100","100","100"
"5094","100","100","100"
"5096","100","100","100"
"5098","100","100","100"
"5100","100","100","100"
"5102","100","100","100"
"5104","100","100","100"
"5106","100","100","100"
"5108","100","100","100"
"5110","100","100","100"
"5112","100","100","100"
"5114","100","100","100"
"5116","100","100","100"
"5118","100","100","100"
"5120","100","100","100"
"5122","100","100","100"
"5124","100","100","100"
"5126","100","100","100"
"5128","100","100","100"
"5130","100","100","100"
"5132","100","100","100"
"5134","100","100","100"
"5136","100","100","100"
"5138","100","100","100"
"5140","100","100","100"
"5142","100","100","100"
"5144","100","100","100"
"5146","100","100","100"
"5148","100","100","100"
"5150","100","100","100"
"5152","100","100","100"
"5154","100","100","100"
"5156","100","100","100"
"5158","100","100","100"
"5160","100","100","100"
"5162","100","100","100"
"5164","100","100","100"
"5166","100","100","100"
"5168","100","100","100"
"5170","100","100","100"
"5172","100","100","100"
"5174","100","100","100"
"5176","100","100","100"
"5178","100","100","100"
"5180","100","100","100"
"5182","100","100","100"
"5184","100","100","100"
"5186","100","100","100"
"5188","100","100","100"
"5190","100","100","100"
"5192","100","100","100"
"5194","100","100","100"
"5196","100","100","100"
"5198","100","100","100"
"5200","100","100","100"
"5202","100","100","100"
"5204","100","100","100"
"5206","100","100","100"
"5208","100","100","100"
"5210","100","100","100"
"5212","100","100","100"
"5214","100","100","100"
"5216","100","100","100"
"5218","100","100","100"
"5220","100","100","100"
"5222","100","100","100"
"5224","100","100","100"
"5226","100","100","100"
"5228","100","100","100"
"5230","100","100","100"
"5232","100","100","100"
"5234","100","100","100"
"5236","100","100","100"
"5238","100","100","100"
"5240","100","100","100"
"5242","100","100","100"
"5244","100","100","100"
"5246","100","100","100"
"5248","100","100","100"
"5250","100","100","100"
"5252","100","100","100"
"5254","100","100","100"
"5256","100","100","100"
"5258","100","100","100"
"5260","100","100","100"
"5262","100","100","100"
"5264","100","100","100"
"5266","100","100","100"
"5268","100","100","100"
"5270","100","100","100"
"5272","100","100","100"
"5274","100","100","100"
"5276","100","100","100"
"5278","100","100","100"
"5280","100","100","100"
"5282","100","100","100"
"5284","100","100","100"
"5286","100","100","100"
"5288","100","100","100"
"5290","100","100","100"
"5292","100","100","100"
"5294","100","100","100"
"5296","100","100","100"
"5298","100","100","100"
"5300","100","100","100"
"5302","100","100","100"
"5304","100","100","100"
"5306","100","100","100"
"5308","100","100","100"
"5310","100","100","100"
"5312","100","100","100"
"5314","100","100","100"
"5316","100","100","100"
"5318","100","100","100"
"5320","100","100","100"
"5322","100","100","100"
"5324","100","100","100"
"5326","100","100","100"
"5328","100","100","100"
"5330","100","100","100"
"5332","100","100","100"
"5334","100","100","100"
"5336","100","100","100"
"5338","100","100","100"
"5340","100","100","100"
"5342","100","100","100"
"5344","100","100","100"
"5346","100","100","100"
"5348","100","100","100"
"5350","100","100","100"
"5352","100","100","100"
"5354","100","100","100"
"5356","100","100","100"
"5358","100","100","100"
"5360","100","100","100"
"5362","100","100","100"
"5364","100","100","100"
"5366","100","100","100"
"5368","100","100","100"
"5370","100","100","100"
"5372","100","100","100"
"5374","100","100","100"
"5376","100","100","100"
"5378","100","100","100"
"5380","100","100","100"
"5382","100","100","100"
"5384","100","100","100"
"5386","100","100","100"
"5388","100","100","100"
"5390","100","100","100"
"5392","100","100","100"
"5394","100","100","100"
"5396","100","100","100"
"5398","100","100","100"
"5400","100","100","100"
"5402","100","100","100"
"5404","100","100","100"
"5406","100","100","100"
"5408","100","100","100"
"5410","100","100","100"
"5412","100","100","100"
"5414","100","100","100"
"5416","100","100","100"
"5418","100","100","100"
"5420","100","100","100"
"5422","100","100","100"
"5424","100","100","100"
"5426","100","100","100"
"5428","100","100","100"
"5430","100","100","100"
"5432","100","100","100"
"5434","100","100","100"
"5436","100","100","100"
"5438","100","100","100"
"5440","100","100","100"
"5442","100","100","100"
"5444","100","100","100"
"5446","100","100","100"
"5448","100","100","100"
"5450","100","100","100"
"5452","100","100","100"
"5454","100","100","100"
"5456","100","100","100"
"5458","100","100","100"
"5460","100","100","100"
"5462","100","100","100"
"5464","100","100","100"
"5466","100","100","100"
"5468","100","100","100"
"5470","100","100","100"
"5472","100","100","100"
"5474","100","100","100"
"5476","100","100","100"
"5478","100","100","100"
"5480","100","100","100"
"5482","100","100","100"
"5484","100","100","100"
"5486","100","100","100"
"5488","100","100","100"
"5490","100","100","100"
"5492","100","100","100"
"5494","100","100","100"
"5496","100","100","100"
"5498","100","100","100"
"5500","100","100","100"
"5502","100","100","100"
"5504","100","100","100"
"5506","100","100","100"
"5508","100","100","100"
"5510","100","100","100"
"5512","100","100","100"
"5514","100","100","100"
"5516","100","100","100"
"5518","100","100","100"
"5520","100","100","100"
"5522","100","100","100"
"5524","100","100","100"
"5526","100","100","100"
"5528","100","100","100"
"5530","100","100","100"
"5532","100","100","100"
"5534","100","100","100"
"5536","100","100","100"
"5538","100","100","100"
"5540","100","100","100"
"5542","100","100","100"
"5544","100","100","100"
"5546","100","100","100"
"5548","100","100","100"
"5550","100","100","100"
"5552","100","100","100"
"5554","100","100","100"
"5556","100","100","100"
"5558","100","100","100"
"5560","100","100","100"
"5562","100","100","100"
"5564","100","100","100"
"5566","100","100","100"
"5568","100","100","100"
"5570","100","100","100"
"5572","100","100","100"
"5574","100","100","100"
"5576","100","100","100"
"5578","100","100","100"
"5580","100","100","100"
"5582","100","100","100"
"5584","100","100","100"
"5586","100","100","100"
"5588","100","100","100"
"5590","100","100","100"
"5592","100","100","100"
"5594","100","100","100"
"5596","100","100","100"
"5598","100","100","100"
"5600","100","100","100"
"5602","100","100","100"
"5604","100","100","100"
"5606","100","100","100"
"5608","100","100","100"
"5610","100","100","100"
"5612","100","100","100"
"5614","100","100","100"
"5616","100","100","100"
"5618","100","100","100"
"5620","100","100","100"
"5622","100","100","100"
"5624","100","100","100"
"5626","100","100","100"
"5628","100","100","100"
"5630","100","100","100"
"5632","100","100","100"
"5634","100","100","100"
"5636","100","100","100"
"5638","100","100","100"
"5640","100","100","100"
"5642","100","100","100"
"5644","100","100","100"
"5646","100","100","100"
"5648","100","100","100"
"5650","100","100","100"
"5652","100","100","100"
"5654","100","100","100"
"5656","100","100","100"
"5658","100","100","100"
"5660","100","100","100"
"5662","100","100","100"
"5664","100","100","100"
"5666","100","100","100"
"5668","100","100","100"
"5670","100","100","100"
"5672","100","100","100"
"5674","100","100","100"
"5676","100","100","100"
"5678","100","100","100"
"5680","100","100","100"
"5682","100","100","100"
"5684","100","100","100"
"5686","100","100","100"
"5688","100","100","100"
"5690","100","100","100"
"5692","100","100","100"
"5694","100","100","100"
"5696","100","100","100"
"5698","100","100","100"
"5700","100","100","100"
"5702","100","100","100"
"5704","100","100","100"
"5706","100","100","100"
"5708","100","100","100"
"5710","100","100","100"
"5712","100","100","100"
"5714","100","100","100"
"5716","100","100","100"
"5718","100","100","100"
"5720","100","100","100"
"5722","100","100","100"
"5724","100","100","100"
"5726","100","100","100"
"5728","100","100","100"
"5730","100","100","100"
"5732","100","100","100"
"5734","100","100","100"
"5736","100","100","100"
"5738","100","100","100"
"5740","100","100","100"
"5742","100","100","100"
"5744","100","100","100"
"5746","100","100","100"
"5748","100","100","100"
"5750","100","100","100"
"5752","100","100","100"
"5754","100","100","100"
"5756","100","100","100"
"5758","100","100","100"
"5760","100","100","100"
"5762","100","100","100"
"5764","100","100","100"
"5766","100","100","100"
"5768","100","100","100"
"5770","100","100","100"
"5772","100","100","100"
"5774","100","100","100"
"5776","100","100","100"
"5778","100","100","100"
"5780","100","100","100"
"5782","100","100","100"
"5784","100","100","100"
"5786","100","100","100"
"5788","100","100","100"
"5790","100","100","100"
"5792","100","100","100"
"5794","100","100","100"
"5796","100","100","100"
"5798","100","100","100"
"5800","100","100","100"
"5802","100","100","100"
"5804","100","100","100"
"5806","100","100","100"
"5808","100","100","100"
"5810","100","100","100"
"5812","100","100","100"
"5814","100","100","100"
"5816","100","100","100"
"5818","100","100","100"
"5820","100","100","100"
"5822","100","100","100"
"5824","100","100","100"
"5826","100","100","100"
"5828","100","100","100"
"5830","100","100","100"
"5832","100","100","100"
"5834","100","100","100"
"5836","100","100","100"
"5838","100","100","100"
"5840","100","100","100"
"5842","100","100","100"
"5844","100","100","100"
"5846","100","100","100"
"5848","100","100","100"
"5850","100","100","100"
"5852","100","100","100"
"5854","100","100","100"
"5856","100","100","100"
"5858","100","100","100"
"5860","100","100","100"
"5862","100","100","100"
"5864","100","100","100"
"5866","100","100","100"
"5868","100","100","100"
"5870","100","100","100"
"5872","100","100","100"
"5874","100","100","100"
"5876","100","100","100"
"5878","100","100","100"
"5880","100","100","100"
"5882","100","100","100"
"5884","100","100","100"
"5886","100","100","100"
"5888","100","100","100"
"5890","100","100","100"
"5892","100","100","100"
"5894","100","100","100"
"5896","100","100","100"
"5898","100","100","100"
"5900","100","100","100"
"5902","100","100","100"
"5904","100","100","100"
"5906","100","100","100"
"5908","100","100","100"
"5910","100","100","100"
"5912","100","100","100"
"5914","100","100","100"
"5916","100","100","100"
"5918","100","100","100"
"5920","100","100","100"
"5922","100","100","100"
"5924","100","100","100"
"5926","100","100","100"
"5928","100","100","100"
"5930","100","100","100"
"5932","100","100","100"
"5934","100","100","100"
"5936","100","100","100"
"5938","100","100","100"
"5940","100","100","100"
"5942","100","100","100"
"5944","100","100","100"
"5946","100","100","100"
"5948","100","100","100"
"5950","100","100","100"
"5952","100","100","100"
"5954","100","100","100"
"5956","100","100","100"
"5958","100","100","100"
"5960","100","100","100"
"5962","100","100","100"
"5964","100","100","100"
"5966","100","100","100"
"5968","100","100","100"
"5970","100","100","100"
"5972","100","100","100"
"5974","100","100","100"
"5976","100","100","100"
"5978","100","100","100"
"5980","100","100","100"
"5982","100","100","100"
"5984","100","100","100"
"5986","100","100","100"
"5988","100","100","100"
"5990","100","100","100"
"5992","100","100","100"
"5994","100","100","100"
"5997","100","100","100"
"5999","100","100","100"
"6001","100","100","100"
"6003","100","100","100"
"6005","100","100","100"
"6007","100","100","100"
"6009","100","100","100"
"6011","100","100","100"
"6013","100","100","100"
"6015","100","100","100"
"6017","100","100","100"
"6019","100","100","100"
"6021","100","100","100"
"6023","100","100","100"
"6025","100","100","100"
"6027","100","100","100"
"6029","100","100","100"
"6031","100","100","100"
"6033","100","100","100"
"6035","100","100","100"
"6037","100","100","100"
"6039","100","100","100"
"6041","100","100","100"
"6043","100","100","100"
"6045","100","100","100"
"6047","100","100","100"
"6049","100","100","100"
"6051","100","100","100"
"6053","100","100","100"
"6055","100","100","100"
"6057","100","100","100"
"6059","100","100","100"
"6061","100","100","100"
"6063","100","100","100"
"6065","100","100","100"
"6067","100","100","100"
"6069","100","100","100"
"6071","100","100","100"
"6073","100","100","100"
"6075","100","100","100"
"6077","100","100","100"
"6079","100","100","100"
"6081","100","100","100"
"6083","100","100","100"
"6085","100","100","100"
"6087","100","100","100"
"6089","100","100","100"
"6091","100","100","100"
"6093","100","100","100"
"6095","100","100","100"
"6097","100","100","100"
"6099","100","100","100"
"6101","100","100","100"
"6103","100","100","100"
"6105","100","100","100"
"6107","100","100","100"
"6109","100","100","100"
"6111","100","100","100"
"6113","100","100","100"
"6115","100","100","100"
"6117","100","100","100"
"6119","100","100","100"
"6121","100","100","100"
"6123","100","100","100"
"6125","100","100","100"
"6127","100","100","100"
"6129","100","100","100"
"6131","100","100","100"
"6133","100","100","100"
"6135","100","100","100"
"6137","100","100","100"
"6139","100","100","100"
"6141","100","100","100"
"6143","100","100","100"
"6145","100","100","100"
"6147","100","100","100"
"6149","100","100","100"
"6151","100","100","100"
"6153","100","100","100"
"6155","100","100","100"
"6157","100","100","100"
"6159","100","100","100"
"6161","100","100","100"
"6163","100","100","100"
"6165","100","100","100"
"6167","100","100","100"
"6169","100","100","100"
"6171","100","100","100"
"6173","100","100","100"
"6175","100","100","100"
"6177","100","100","100"
"6179","100","100","100"
"6181","100","100","100"
"6183","100","100","100"
"6185","100","100","100"
"6187","100","100","100"
"6189","100","100","100"
"6191","100","100","100"
"6193","100","100","100"
"6195","100","100","100"
"6197","100","100","100"
"6199","100","100","100"
"6201","100","100","100"
"6203","100","100","100"
"6205","100","100","100"
"6207","100","100","100"
"6209","100","100","100"
"6211","100","100","100"
"6213","100","100","100"
"6215","100","100","100"
"6217","100","100","100"
"6219","100","100","100"
"6221","100","100","100"
"6223","100","100","100"
"6225","100","100","100"
"6227","100","100","100"
"6229","100","100","100"
"6231","100","100","100"
"6233","100","100","100"
"6235","100","100","100"
"6237","100","100","100"
"6239","100","100","100"
"6241","100","100","100"
"6243","100","100","100"
"6245","100","100","100"
"6247","100","100","100"
"6249","100","100","100"
"6251","100","100","100"
"6253","100","100","100"
"6255","100","100","100"
"6257","100","100","100"
"6259","100","100","100"
"6261","100","100","100"
"6263","100","100","100"
"6265","100","100","100"
"6267","100","100","100"
"6269","100","100","100"
"6271","100","100","100"
